,source,generator,graphdta_kd,graphdta_ki,graphdta_ic50,mltle_pKd,vina_score,boltz_affinity,boltz_confidence,smiles,unimol_similarity,tankbind_affinity,drugban_affinity,moltrans_affinity
G2_40,G2,reinvent_transmol,5.15130806,5.884360313,6.054068089,7.190689087,-10.5,-1.103218436,0.917019188,CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(=O)C(C)(C)C)c(C)c2)n1CC,0.94457453,-9.74339,-7.801941273,-6.720466513
G2_41,G2,reinvent_transmol,6.47214222,6.486810207,6.961515903,8.376525879,-10.5,-0.790466905,0.914329708,CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)n1CC,0.94633913,-9.746334,-8.28490842,-7.195692641
G2_42,G2,reinvent_transmol,5.971888542,6.048771858,6.691829205,8.856450081,-10.4,-1.448440313,0.922900379,CCn1c(C(=O)N(C)CC(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.95611864,-9.749272,-8.480294073,-6.986347578
G2_43,G2,reinvent_transmol,5.367377281,6.323412895,5.683225155,7.648614883,-10.4,-1.246312141,0.924603939,CCn1c(C(=O)N(C)CC(=O)O)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,0.9622618,-9.753513,-8.525662925,-6.69746408
G2_44,G2,reinvent_transmol,6.66744566,6.874246597,5.975146294,8.4036026,-10.3,-1.203654528,0.919618785,CCn1c(C(=O)N(C)CCC#N)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.94557077,-9.744943,-8.20178563,-6.475436975
G2_45,G2,reinvent_transmol,6.555407524,6.918280602,5.246098995,8.324584961,-9.6,-0.83259362,0.920925736,CCn1c(C(=O)N(CCC#N)CCC#N)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.94198644,-9.749841,-8.418973118,-6.926805426
G2_46,G2,reinvent_transmol,7.057174683,6.358311653,6.996700764,8.503624916,-11.3,-1.559705853,0.932854474,CCn1c(C(=O)NC(C(=O)O)C(C)C)ccc1C(CC)(CC)c1ccc(C#CC(O)(CC)CC)c(C)c1,0.953506,-9.74074,-8.086408228,-6.778466042
G2_47,G2,reinvent_transmol,5.285358906,5.602983475,5.819421768,6.908430099,-10.1,-0.761655629,0.918887258,CCn1c(C(=O)NCCCN(C)C)ccc1C(CC)(CC)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.9367496,-9.744359,-8.239985057,-6.909403192
G2_48,G2,reinvent_transmol,6.650052547,6.319408417,5.917236328,7.958762169,-10.1,-0.262441307,0.922664165,CCn1c(C(=O)NCCCN(C)C)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,0.9440588,-9.7433,-8.063572961,-7.010691158
G2_49,G2,reinvent_transmol,7.14441824,6.430638313,5.918632507,6.345791817,-10.8,-0.064472899,0.927545071,CCn1c(C(=O)NCCCN2CCOCC2)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,0.94300854,-9.7520685,-8.70183629,-7.028054723
G2_5,G2,gmdldr_transmol,6.8675313,8.176403999,7.758981705,9.486702919,-11.8,-1.755480289,0.921491742,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCC)CC(O)C(OCCCO)C1O,0.9643333,-9.753193,-8.395423233,-7.314672928
G2_50,G2,reinvent_transmol,6.323387623,6.702601433,7.072906017,7.972141266,-10.3,-1.290553927,0.929700971,CCn1c(C(=O)NCCCO)ccc1C(CC)(CC)c1ccc(C#CC(O)(CC)CC)c(C)c1,0.9560399,-9.745821,-8.239260405,-7.12264652
G2_51,G2,reinvent_transmol,6.639708996,6.25895834,6.247148514,8.138916969,-10.0,-0.394430101,0.914248884,CCn1c(C(=O)NCCN(C)C)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,0.9382295,-9.74642,-9.377868342,-6.97926924
G2_52,G2,reinvent_transmol,6.67789793,6.338424683,5.908215523,7.760806084,-10.1,-0.29325819,0.912891865,CCn1c(C(=O)NCCN)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,0.94934523,-9.750945,-7.916184163,-7.206497312
G2_53,G2,gmdldr_reinvent,6.387432098,7.380070686,5.391427517,9.532369614,-10.2,-0.249303281,0.929410756,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(=O)O)CC(O)CC1O,0.9547161,-9.760093,-7.549935762,-7.192660004
G2_54,G2,gmdldr_reinvent,7.988278389,7.938129425,7.474480629,9.563134193,-12.2,-1.909383535,0.929999352,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)CC(C)(C)O)CC(O)CC1O,0.97028494,-9.751328,-7.370669945,-6.652628247
G2_55,G2,gmdldr_reinvent,8.316912651,8.161810875,7.778336048,9.653635025,-10.3,-1.114530921,0.930210888,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)O)CC(O)CC1O,0.96925735,-9.754599,-9.138892689,-6.427987054
G2_56,G2,gmdldr_reinvent,8.36060524,7.729525566,7.492533684,9.340966225,-11.8,-1.950939417,0.928765237,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)C)CC(O)CC1O,0.96773875,-9.7602,-6.407612648,-6.884521233
G2_57,G2,gmdldr_reinvent,8.076723099,8.518789291,7.310641289,9.680671692,-12.7,-2.261143684,0.926797807,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCCC(C)(C)O)CC(O)CC1O,0.97479236,-9.749797,-8.010594814,-6.676255033
G2_58,G2,gmdldr_reinvent,7.263942719,8.673665047,7.471953869,9.619132996,-10.3,-1.339292049,0.918435276,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCCCO)CC(O)CC1O,0.97139025,-9.752545,-7.324298592,-7.5144812
G2_59,G2,gmdldr_reinvent,8.313011169,8.427350044,7.626875877,9.514644623,-10.4,-1.660843015,0.927764535,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC)CCCC)CC(O)CC1O,0.9658649,-9.751518,-8.227377964,-6.760123018
G2_6,G2,gmdldr_transmol,8.476368904,7.840998173,7.047996521,9.400568008,-12.0,-2.341940641,0.92247355,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O,0.9797203,-9.752633,-7.611534907,-6.825152403
G2_60,G2,gmdldr_reinvent,8.353161812,7.893676281,7.293498993,9.585186958,-11.0,-1.655585527,0.920379937,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C)CC(O)CC1O,0.9560741,-9.75946,-7.048753047,-6.728200892
G2_61,G2,gmdldr_reinvent,8.012378693,8.185301781,7.015144348,9.737280846,-11.7,-1.299220681,0.921283364,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)O)CC(O)CC1O,0.97796875,-9.75192,-8.268597782,-7.032692423
G2_62,G2,gmdldr_reinvent,8.254541397,8.308357239,7.168940544,9.626991272,-11.6,-1.456413984,0.924840569,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)C)CC(O)CC1O,0.9735571,-9.756753,-7.81480948,-7.14046638
G2_63,G2,gmdldr_reinvent,8.205066681,8.144925117,7.2489748,9.627536774,-10.9,-2.587521076,0.931750715,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)CC(C)(C)O)CC(O)CC1O,0.97413325,-9.746911,-6.932659323,-7.732835879
G2_64,G2,gmdldr_reinvent,8.780329704,8.543195724,7.499647617,9.519054413,-11.7,-1.858824849,0.925086498,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)CC)CC(O)CC1O,0.97244996,-9.756851,-7.6493912,-6.509601015
G2_65,G2,gmdldr_reinvent,7.802532673,8.083460808,7.106479645,9.697929382,-11.4,-1.927687645,0.920661569,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)CC(C)(C)O)CC(O)CC1O,0.9780287,-9.747268,-7.988798563,-6.745353599
G2_66,G2,gmdldr_reinvent,8.363257408,8.449359894,7.377910614,9.653749466,-11.3,-1.552950382,0.928462923,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)CC)CC(O)CC1O,0.9731603,-9.754413,-7.326856135,-6.889537262
G2_67,G2,gmdldr_reinvent,8.853330612,8.718446732,7.477488041,9.661923409,-11.4,-1.520493746,0.923343778,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC)CC(O)CC1O,0.96027803,-9.758805,-7.158424056,-7.123902942
G2_68,G2,gmdldr_reinvent,7.907497883,8.195908546,7.697176456,9.603404999,-11.2,-1.206358433,0.933456242,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)C(O)CC1O,0.97215706,-9.751563,-7.686680547,-6.563130526
G2_69,G2,gmdldr_reinvent,8.196698189,8.228028297,7.662236214,9.601915359,-10.6,-2.26284647,0.932764232,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC(O)C(C)C1O,0.9713604,-9.756061,-7.656069499,-7.053080671
G2_7,G2,gmdldr_transmol,8.572694778,8.236970901,7.325033188,9.766239166,-11.9,-2.567162037,0.929548264,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(CCC)C1O,0.966751,-9.749995,-7.861588117,-7.184236877
G2_70,G2,gmdldr_reinvent,7.90452528,8.149422646,7.620714188,9.68428421,-10.5,-1.779565573,0.933268726,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC(O)C1O,0.9684044,-9.750057,-6.560182207,-7.200322093
G2_71,G2,gmdldr_reinvent,7.881289482,8.110589027,7.337198734,9.728513718,-12.7,-1.936671376,0.925168455,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC(O)CC1O,0.9711812,-9.749246,-7.821824399,-7.013530845
G2_72,G2,gmdldr_reinvent,8.193131447,7.944349289,7.521065712,9.479950905,-10.8,-1.404961348,0.918204248,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC1O,0.9668106,-9.749969,-7.376840477,-6.971377808
G2_73,G2,gmdldr_reinvent,7.431103706,8.730453491,7.431138992,9.197572708,-10.7,-2.507951975,0.921513379,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)CC)CC(O)CC1O,0.97145104,-9.750277,-7.369937802,-7.232777811
G2_74,G2,gmdldr_reinvent,8.216787338,7.861194611,7.267107964,9.845149994,-12.5,-2.220601797,0.91973573,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)(C)O)CC(O)CC1O,0.97056794,-9.746214,-7.544752034,-6.898176135
G2_75,G2,gmdldr_reinvent,8.526046753,7.972869873,7.450297356,9.611427307,-10.2,-1.665002584,0.923606515,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC)CC(O)CC1O,0.9691784,-9.755777,-6.863874847,-6.806353584
G2_76,G2,gmdldr_reinvent,6.745537758,7.802678108,6.265326977,9.669286728,-10.4,-0.652561426,0.922003925,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(=O)O)CC(O)CC1O,0.951288,-9.767265,-7.557189889,-6.975238113
G2_77,G2,gmdldr_reinvent,8.289661407,7.85766983,7.569021225,9.645210266,-11.4,-2.268086672,0.929870725,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(=C)C1O,0.96820736,-9.75111,-8.459087456,-7.424335183
G2_78,G2,gmdldr_reinvent,7.781847477,7.875477791,7.270537376,9.243377686,-12.1,-2.111814976,0.923989117,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(O)C1O,0.969944,-9.754581,-7.280799234,-7.419891867
G2_79,G2,gmdldr_reinvent,7.930440426,8.133626938,6.416264534,9.745834351,-12.1,-2.123287201,0.925276399,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CCC(O)C1O,0.9615634,-9.74838,-8.417312697,-6.614449578
G2_8,G2,gmdldr_transmol,7.732778072,7.576091766,6.970102787,9.602743149,-11.3,-2.149893045,0.922542393,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)O)CC1O,0.9664412,-9.751363,-8.088167577,-7.311147494
G2_80,G2,gmdldr_reinvent,8.530964851,8.939630508,7.574224472,9.428231239,-11.4,-2.375391006,0.925942421,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)CC)CC(O)CC1O,0.96933377,-9.753244,-7.504982267,-7.308094637
G2_81,G2,gmdldr_reinvent,7.397880554,8.827950478,7.420516014,9.264434814,-11.8,-2.640629768,0.923392713,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)(CC)CC)CC(O)CC1O,0.97293377,-9.749955,-8.323527925,-6.732532719
G2_82,G2,gmdldr_reinvent,8.048359871,8.292284966,7.467984676,9.653633118,-10.3,-1.916929483,0.923063576,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC)CC(O)CC1O,0.967402,-9.753567,-7.540584173,-6.6507287
G2_83,G2,gmdldr_reinvent,7.618841648,8.356406212,7.339120865,9.167022705,-12.7,-2.62142849,0.922705173,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC(C)(C)O)CC(O)C(O)C1O,0.9683975,-9.754722,-7.984258795,-7.107516298
G2_84,G2,gmdldr_reinvent,7.861185074,8.962076187,7.269982815,9.671792984,-11.5,-2.507616282,0.924928963,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC(C)(C)O)CC(O)CC1O,0.96610147,-9.750301,-7.734586392,-6.895947109
G2_85,G2,gmdldr_reinvent,8.246147156,8.740866661,7.502640247,9.492797852,-11.3,-1.941738129,0.920677602,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC(C)(C)O)CC1O,0.9572073,-9.750983,-7.368679623,-6.54594816
G2_86,G2,gmdldr_reinvent,7.748072147,8.642528534,7.578505516,9.606446266,-10.6,-2.170535803,0.917928398,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCC)CC(O)CC1O,0.9736382,-9.753018,-6.752784365,-7.160923408
G2_87,G2,gmdldr_reinvent,7.824206352,8.954460144,7.49669075,9.462109566,-11.3,-2.165242195,0.930794179,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCCC(C)(C)O)CC(O)CC1O,0.9722962,-9.750171,-7.719622849,-7.184496682
G2_88,G2,gmdldr_reinvent,7.789126396,8.704262733,7.62425375,9.434100151,-10.0,-2.157224417,0.922507405,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCCC)CC(O)CC1O,0.96163404,-9.753254,-7.732843318,-7.360300092
G2_89,G2,gmdldr_reinvent,7.758192062,8.844213486,7.696531296,9.257369995,-11.5,-1.471651793,0.920585573,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCCCC(C)(C)O)CC(O)CC1O,0.95814395,-9.751151,-7.515471416,-6.659362285
G2_9,G2,gmdldr_transmol,8.321218491,6.408125877,4.881395817,9.586942673,-11.5,-2.309913158,0.925332487,CC(CCCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C(C)C(O)C3)CCCC21C,0.97762585,-9.74982,-8.182041684,-7.309619673
G2_90,G2,gmdldr_reinvent,7.693556786,8.77186203,7.74381876,9.080399513,-11.2,-1.327292562,0.928443432,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCCCCC(C)(C)O)CC(O)CC1O,0.9518864,-9.749866,-7.453904756,-6.735059763
G2_91,G2,gmdldr_reinvent,7.077894688,8.679355621,7.405324936,9.617853165,-11.3,-1.65863657,0.934992135,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCO)CC(O)CC1O,0.9710216,-9.753335,-8.395533908,-7.428119752
G2_92,G2,gmdldr_reinvent,7.533413887,7.124702454,6.820970058,9.684829712,-11.3,-1.431508303,0.931597531,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CO)CC(O)CC1O,0.9331236,-9.7584505,-7.329654965,-6.840149668
G2_93,G2,gmdldr_reinvent,8.386719704,7.622288227,6.956801414,9.48091507,-10.9,-1.790783167,0.932415009,C=C1C(C)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC1O,0.9693185,-9.748437,-7.234588629,-7.046598779
G2_94,G2,gmdldr_reinvent,5.52834034,5.124266148,4.593080521,8.828229904,-10.5,0.957928121,0.921146572,C=C1C(O)CC(=CC=C2CC(O)CC(O)C2)CC1O,0.89827305,-9.76579,-7.700636752,-6.648361384
G2_95,G2,gmdldr_reinvent,8.838177681,7.651901245,6.481313229,9.198149681,-11.3,-1.253488183,0.920847893,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)(C)O)CC1O,0.9601368,-9.758206,-6.906251593,-7.238229757
G2_96,G2,gmdldr_reinvent,6.971792221,6.155693531,5.269956589,9.107689857,-11.5,-0.273736954,0.922274411,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(=O)O)CC1O,0.94493896,-9.757792,-7.798207794,-6.702868048
G2_97,G2,gmdldr_reinvent,8.132604599,6.630746841,7.101629734,8.970376968,-10.4,-1.068509817,0.921558022,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)CC)CC1O,0.9695852,-9.75467,-7.471261773,-6.923042381
G2_98,G2,gmdldr_reinvent,8.669416428,7.554430008,7.305010319,9.354389191,-12.2,-0.988788128,0.922437668,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)O)CC1O,0.9656137,-9.753354,-7.777300912,-7.253805463
G2_99,G2,gmdldr_reinvent,8.25818634,6.47278595,7.269192696,9.253936768,-11.6,-1.516598463,0.923109174,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)C)CC1O,0.95882976,-9.7550125,-7.444010476,-6.990320643
G3_1,G3,transmol-reinvent-gmdldr,8.143127441,8.313210487,7.412490845,9.693034172,-11.6,-2.286788464,0.933293045,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCC(C)(C)O)CC(O)CC1O,0.97288597,-9.749105,-8.590977636,-6.77091393
G3_10,G3,transmol-reinvent-gmdldr,7.289179802,6.874279499,4.351228237,9.449054718,-10.93,-2.150130987,0.929435909,CC(CCCC(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.97354317,-9.748836,-7.661197919,-6.772083276
G3_11,G3,transmol-reinvent-gmdldr,4.913414955,6.048495293,4.61330986,5.945410728,-9.909,-1.403735161,0.9174698,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.9378115,-9.766852,-8.306564527,-6.828908596
G3_12,G3,transmol-reinvent-gmdldr,7.361017227,8.212270737,7.35124588,9.775501251,-10.52,-2.009291649,0.928809822,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC(C)C)CC(O)CC1O,0.9617394,-9.767628,-6.984720436,-6.788905377
G3_13,G3,transmol-reinvent-gmdldr,5.903988838,6.706568241,4.951003075,8.893852234,-10.687,-2.271906614,0.92357254,CCC(CC)(c1ccc(OCC(CO)CO)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.9491456,-9.762662,-8.88793521,-6.95929384
G3_14,G3,transmol-reinvent-gmdldr,6.314901352,5.911782742,5.940359116,8.615617752,-10.088,-1.717928648,0.929611325,CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1ccc(C(=O)NCCC(=O)O)n1C,0.9527832,-9.7501,-8.236807645,-6.933322001
G3_15,G3,transmol-reinvent-gmdldr,6.318788528,6.497165203,6.987641335,7.996265411,-8.352,-0.631650388,0.919133365,CCN(CC)CCCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)n1CC,0.9406897,-9.744409,-8.13853956,-7.183001985
G3_16,G3,transmol-reinvent-gmdldr,6.502767563,6.146933556,7.36817503,8.725636482,-10.487,-1.632842541,0.923184216,CCn1c(C(=O)NCC(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.9658854,-9.744515,-8.175538451,-6.964595582
G3_17,G3,transmol-reinvent-gmdldr,6.476652145,6.187590599,6.843382835,7.651802063,-9.86,-1.629853725,0.913940907,CCn1c(C(=O)NCCC(=O)O)ccc1C(CC)(CC)c1ccc(C#CC(O)(CC)CC)c(C)c1,0.9595728,-9.747656,-8.466046829,-6.984271232
G3_18,G3,transmol-reinvent-gmdldr,6.423989296,6.235285282,7.069547653,8.684697151,-9.796,-1.703227878,0.923788071,CCn1c(C(=O)NCCC(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.9612055,-9.74854,-8.49847335,-7.250288695
G3_19,G3,transmol-reinvent-gmdldr,6.262011528,6.32399416,6.814682007,8.610302925,-9.303,-0.202162072,0.923209965,CCn1c(C(=O)NCCCN(C)C)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.9516504,-9.746415,-8.331272264,-6.985889404
G3_2,G3,transmol-reinvent-gmdldr,7.839776993,8.341568947,7.293921471,9.722770691,-12.0,-2.338979483,0.918940485,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,0.9741025,-9.749861,-6.969351628,-7.23951503
G3_20,G3,transmol-reinvent-gmdldr,6.514671326,6.543441296,6.861738205,9.02781868,-9.969,-1.366306543,0.921628475,CCn1c(C(=O)NCCCO)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.94392717,-9.748897,-8.412239001,-7.454818899
G3_21,G3,transmol-reinvent-gmdldr,6.293224335,6.34513855,6.87438488,8.771047592,-9.259,-0.355738103,0.919028282,CCn1c(C(=O)NCCN(C)C)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.9552357,-9.748677,-7.820113442,-7.404081824
G3_22,G3,transmol-reinvent-gmdldr,6.503826618,6.597239494,7.089356422,8.93108654,-9.934,-1.574789524,0.921580434,CCn1c(C(=O)NCCO)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.94519603,-9.748324,-7.182351499,-7.302733771
G3_23,G3,transmol-reinvent-gmdldr,7.582694054,8.46077919,7.690443993,9.72573185,-10.943,-2.372001886,0.922946155,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC)CC(O)CC1O,0.9748633,-9.768634,-8.239380893,-7.503397479
G3_24,G3,transmol-reinvent-gmdldr,7.945358753,7.930434704,7.760439873,9.558196068,-9.655,-2.141065598,0.930724561,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCC)CC(O)C(C)C1O,0.9621085,-9.759661,-8.74219649,-6.97801081
G3_25,G3,transmol-reinvent-gmdldr,7.790313244,8.064002037,7.75839901,9.781510353,-10.232,-2.338964224,0.929002583,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCC)CC(O)CC1O,0.96934617,-9.767168,-8.055901024,-7.291446082
G3_26,G3,transmol-reinvent-gmdldr,7.492416859,8.327297211,7.798940182,9.753009796,-9.525,-2.04647541,0.93376255,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCCC)CC(O)CC1O,0.96492124,-9.767423,-6.773030331,-7.095403473
G3_27,G3,transmol-reinvent-gmdldr,8.053861618,7.467820168,7.018972397,9.036397934,-10.892,-2.43904829,0.925465763,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)C)CC(O)CC1O,0.9691752,-9.754671,-8.018137284,-7.221002653
G3_28,G3,transmol-reinvent-gmdldr,8.085056305,8.400465965,7.68940258,9.661903381,-9.119,-2.577069283,0.93301785,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(C)C1O,0.9739107,-9.758574,-7.070116597,-6.658955228
G3_29,G3,transmol-reinvent-gmdldr,7.030872822,8.628754616,7.724279404,9.618787766,-9.748,-2.509484291,0.923128724,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(CCCO)C1O,0.9574146,-9.751441,-7.426289593,-6.780196301
G3_3,G3,transmol-reinvent-gmdldr,8.201101303,7.747335434,6.469026089,9.539405823,-11.5,-2.102256536,0.924841881,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCC(C)(C)O)CC1O,0.97991896,-9.747573,-8.511606618,-7.046426256
G3_4,G3,transmol-reinvent-gmdldr,8.654823303,7.782531738,6.457612038,9.538759232,-10.7,-1.58303833,0.92390269,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CC(C)(C)O)CC1O,0.9734535,-9.747506,-8.338377599,-6.847169577
G3_5,G3,transmol-reinvent-gmdldr,8.958637238,7.124628067,7.400188923,9.497291565,-11.0,-1.41422987,0.92765063,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CC)CC1O,0.9614129,-9.756039,-7.765468633,-6.940623315
G3_6,G3,transmol-reinvent-gmdldr,8.284381866,7.688836098,6.775156975,9.505450249,-10.6,-2.154748917,0.922946274,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC1O,0.97103286,-9.749592,-7.345552812,-7.856168176
G3_7,G3,transmol-reinvent-gmdldr,7.630196571,8.005805969,6.96754694,9.118094444,-11.8,-2.2698946,0.92255336,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)(CC)CC)CC1O,0.9747232,-9.748556,-8.042739839,-6.937496752
G3_8,G3,transmol-reinvent-gmdldr,8.254491806,7.892803192,6.690889835,9.556805611,-12.3,-2.48519516,0.933672369,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC1O,0.9707231,-9.751168,-7.220268964,-7.078400276
G3_9,G3,transmol-reinvent-gmdldr,7.200234413,7.043580055,6.553936481,9.487281799,-11.0,-1.468269825,0.924392164,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCO)CC1O,0.9768862,-9.751003,-8.067350312,-7.32116298
calcitriol,calcitriol,calcitriol,9.35790062,8.415875435,7.998417854,8.51823616,-12.6,-2.190972805,0.931591928,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.9680251,-9.754928,-8.175590459,-7.647294287
initial_370_0,initial_370,reference,7.760734081,6.700415134,6.081178665,9.733036995,-11.7,-2.329592228,0.923215508,C=C1C[C@H](C[C@H](C)[C@H]2CC[C@H]3/C(=C/C=C4/C[C@@H](O)C[C@H](O)C4=C)CCC[C@]23C)OC1=O,0.9670955,-9.769472,-8.140769121,-7.249228442
initial_370_1,initial_370,reference,7.474468231,7.48320961,4.784743309,9.424119949,-12.2,-2.088055372,0.91937542,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@@H](OCCCO)[C@@H]1O,0.9748197,-9.74612,-8.14121346,-6.553576589
